,ISO3,gbd_level3_mor,UN_M49_level1,IMAGE26,continents,gbd_location_id
859,DNK,Denmark,Europe,WEU,Europe,78
860,DNK,Denmark,Europe,WEU,Europe,78
861,DNK,Denmark,Europe,WEU,Europe,78
862,DNK,Denmark,Europe,WEU,Europe,78
863,DNK,Denmark,Europe,WEU,Europe,78
864,DNK,Denmark,Europe,WEU,Europe,78
865,FIN,Finland,Europe,WEU,Europe,79
866,FIN,Finland,Europe,WEU,Europe,79
867,FIN,Finland,Europe,WEU,Europe,79
868,FIN,Finland,Europe,WEU,Europe,79
869,FIN,Finland,Europe,WEU,Europe,79
870,FIN,Finland,Europe,WEU,Europe,79
871,FIN,Finland,Europe,WEU,Europe,79
872,FIN,Finland,Europe,WEU,Europe,79
873,FIN,Finland,Europe,WEU,Europe,79
874,FRA,France,Europe,WEU,Europe,80
875,FRA,France,Europe,WEU,Europe,80
876,FRA,France,Europe,WEU,Europe,80
877,FRA,France,Europe,WEU,Europe,80
878,FRA,France,Europe,WEU,Europe,80
879,FRA,France,Europe,WEU,Europe,80
880,FRA,France,Europe,WEU,Europe,80
881,FRA,France,Europe,WEU,Europe,80
882,DEU,Germany,Europe,WEU,Europe,81
883,DEU,Germany,Europe,WEU,Europe,81
884,DEU,Germany,Europe,WEU,Europe,81
885,DEU,Germany,Europe,WEU,Europe,81
886,DEU,Germany,Europe,WEU,Europe,81
887,DEU,Germany,Europe,WEU,Europe,81
888,DEU,Germany,Europe,WEU,Europe,81
889,DEU,Germany,Europe,WEU,Europe,81
890,GRC,Greece,Europe,WEU,Europe,82
891,GRC,Greece,Europe,WEU,Europe,82
892,GRC,Greece,Europe,WEU,Europe,82
893,GRC,Greece,Europe,WEU,Europe,82
894,GRC,Greece,Europe,WEU,Europe,82
895,GRC,Greece,Europe,WEU,Europe,82
896,GRC,Greece,Europe,WEU,Europe,82
897,GRC,Greece,Europe,WEU,Europe,82
898,ISL,Iceland,Europe,WEU,Europe,83
899,ISL,Iceland,Europe,WEU,Europe,83
900,ISL,Iceland,Europe,WEU,Europe,83
901,ISL,Iceland,Europe,WEU,Europe,83
902,ISL,Iceland,Europe,WEU,Europe,83
903,ISL,Iceland,Europe,WEU,Europe,83
904,ISL,Iceland,Europe,WEU,Europe,83
905,IRL,Ireland,Europe,WEU,Europe,84
906,IRL,Ireland,Europe,WEU,Europe,84
907,IRL,Ireland,Europe,WEU,Europe,84
908,IRL,Ireland,Europe,WEU,Europe,84
909,IRL,Ireland,Europe,WEU,Europe,84
910,IRL,Ireland,Europe,WEU,Europe,84
911,IRL,Ireland,Europe,WEU,Europe,84
912,IRL,Ireland,Europe,WEU,Europe,84
913,ITA,Italy,Europe,WEU,Europe,86
914,ITA,Italy,Europe,WEU,Europe,86
915,ITA,Italy,Europe,WEU,Europe,86
916,ITA,Italy,Europe,WEU,Europe,86
917,ITA,Italy,Europe,WEU,Europe,86
918,ITA,Italy,Europe,WEU,Europe,86
919,ITA,Italy,Europe,WEU,Europe,86
920,ITA,Italy,Europe,WEU,Europe,86
921,LUX,Luxembourg,Europe,WEU,Europe,87
922,LUX,Luxembourg,Europe,WEU,Europe,87
923,LUX,Luxembourg,Europe,WEU,Europe,87
924,LUX,Luxembourg,Europe,WEU,Europe,87
925,LUX,Luxembourg,Europe,WEU,Europe,87
926,LUX,Luxembourg,Europe,WEU,Europe,87
927,LUX,Luxembourg,Europe,WEU,Europe,87
928,LUX,Luxembourg,Europe,WEU,Europe,87
929,MLT,Malta,Europe,CEU,Europe,88
930,MLT,Malta,Europe,CEU,Europe,88
931,MLT,Malta,Europe,CEU,Europe,88
932,MLT,Malta,Europe,CEU,Europe,88
933,MLT,Malta,Europe,CEU,Europe,88
934,MLT,Malta,Europe,CEU,Europe,88
935,MLT,Malta,Europe,CEU,Europe,88
936,MLT,Malta,Europe,CEU,Europe,88
937,MCO,Monaco,Europe,WEU,Europe,367
938,MCO,Monaco,Europe,WEU,Europe,367
939,MCO,Monaco,Europe,WEU,Europe,367
940,MCO,Monaco,Europe,WEU,Europe,367
941,MCO,Monaco,Europe,WEU,Europe,367
942,NLD,Netherlands,Europe,WEU,Europe,89
943,NLD,Netherlands,Europe,WEU,Europe,89
944,NLD,Netherlands,Europe,WEU,Europe,89
945,NLD,Netherlands,Europe,WEU,Europe,89
946,NLD,Netherlands,Europe,WEU,Europe,89
947,NLD,Netherlands,Europe,WEU,Europe,89
948,NLD,Netherlands,Europe,WEU,Europe,89
949,NLD,Netherlands,Europe,WEU,Europe,89
950,NOR,Norway,Europe,WEU,Europe,90
951,NOR,Norway,Europe,WEU,Europe,90
952,NOR,Norway,Europe,WEU,Europe,90
953,NOR,Norway,Europe,WEU,Europe,90
954,NOR,Norway,Europe,WEU,Europe,90
955,NOR,Norway,Europe,WEU,Europe,90
956,NOR,Norway,Europe,WEU,Europe,90
957,PRT,Portugal,Europe,WEU,Europe,91
958,PRT,Portugal,Europe,WEU,Europe,91
959,PRT,Portugal,Europe,WEU,Europe,91
960,PRT,Portugal,Europe,WEU,Europe,91
961,PRT,Portugal,Europe,WEU,Europe,91
962,PRT,Portugal,Europe,WEU,Europe,91
963,PRT,Portugal,Europe,WEU,Europe,91
964,PRT,Portugal,Europe,WEU,Europe,91
965,SMR,San Marino,Europe,WEU,Europe,396
966,SMR,San Marino,Europe,WEU,Europe,396
967,SMR,San Marino,Europe,WEU,Europe,396
968,SMR,San Marino,Europe,WEU,Europe,396
969,SMR,San Marino,Europe,WEU,Europe,396
970,ESP,Spain,Europe,WEU,Europe,92
971,ESP,Spain,Europe,WEU,Europe,92
972,ESP,Spain,Europe,WEU,Europe,92
973,ESP,Spain,Europe,WEU,Europe,92
974,ESP,Spain,Europe,WEU,Europe,92
975,ESP,Spain,Europe,WEU,Europe,92
976,ESP,Spain,Europe,WEU,Europe,92
977,ESP,Spain,Europe,WEU,Europe,92
978,SWE,Sweden,Europe,WEU,Europe,93
979,SWE,Sweden,Europe,WEU,Europe,93
980,SWE,Sweden,Europe,WEU,Europe,93
981,SWE,Sweden,Europe,WEU,Europe,93
982,SWE,Sweden,Europe,WEU,Europe,93
983,SWE,Sweden,Europe,WEU,Europe,93
984,SWE,Sweden,Europe,WEU,Europe,93
985,SWE,Sweden,Europe,WEU,Europe,93
986,SWE,Sweden,Europe,WEU,Europe,93
987,CHE,Switzerland,Europe,WEU,Europe,94
988,CHE,Switzerland,Europe,WEU,Europe,94
989,CHE,Switzerland,Europe,WEU,Europe,94
990,CHE,Switzerland,Europe,WEU,Europe,94
991,CHE,Switzerland,Europe,WEU,Europe,94
992,CHE,Switzerland,Europe,WEU,Europe,94
993,GBR,United Kingdom,Europe,WEU,Europe,95
994,GBR,United Kingdom,Europe,WEU,Europe,95
995,GBR,United Kingdom,Europe,WEU,Europe,95
996,GBR,United Kingdom,Europe,WEU,Europe,95
997,GBR,United Kingdom,Europe,WEU,Europe,95
998,GBR,United Kingdom,Europe,WEU,Europe,95
999,GBR,United Kingdom,Europe,WEU,Europe,95
1000,GBR,United Kingdom,Europe,WEU,Europe,95
1001,ARG,Argentina,Latin America and the Caribbean,RSAM,America,97
1002,ARG,Argentina,Latin America and the Caribbean,RSAM,America,97
1003,ARG,Argentina,Latin America and the Caribbean,RSAM,America,97
1004,ARG,Argentina,Latin America and the Caribbean,RSAM,America,97
1005,ARG,Argentina,Latin America and the Caribbean,RSAM,America,97
1006,ARG,Argentina,Latin America and the Caribbean,RSAM,America,97
1007,CHL,Chile,Latin America and the Caribbean,RSAM,America,98
1008,CHL,Chile,Latin America and the Caribbean,RSAM,America,98
1009,CHL,Chile,Latin America and the Caribbean,RSAM,America,98
1010,CHL,Chile,Latin America and the Caribbean,RSAM,America,98
1011,CHL,Chile,Latin America and the Caribbean,RSAM,America,98
1012,CHL,Chile,Latin America and the Caribbean,RSAM,America,98
1013,URY,Uruguay,Latin America and the Caribbean,RSAM,America,99
1014,URY,Uruguay,Latin America and the Caribbean,RSAM,America,99
1015,URY,Uruguay,Latin America and the Caribbean,RSAM,America,99
1016,URY,Uruguay,Latin America and the Caribbean,RSAM,America,99
1017,URY,Uruguay,Latin America and the Caribbean,RSAM,America,99
1018,BOL,Bolivia,Latin America and the Caribbean,RSAM,America,121
1019,BOL,Bolivia,Latin America and the Caribbean,RSAM,America,121
1020,BOL,Bolivia,Latin America and the Caribbean,RSAM,America,121
1021,BOL,Bolivia,Latin America and the Caribbean,RSAM,America,121
1022,BOL,Bolivia,Latin America and the Caribbean,RSAM,America,121
1023,ECU,Ecuador,Latin America and the Caribbean,RSAM,America,122
1024,ECU,Ecuador,Latin America and the Caribbean,RSAM,America,122
1025,ECU,Ecuador,Latin America and the Caribbean,RSAM,America,122
1026,ECU,Ecuador,Latin America and the Caribbean,RSAM,America,122
1027,ECU,Ecuador,Latin America and the Caribbean,RSAM,America,122
1028,PER,Peru,Latin America and the Caribbean,RSAM,America,123
1029,PER,Peru,Latin America and the Caribbean,RSAM,America,123
1030,PER,Peru,Latin America and the Caribbean,RSAM,America,123
1031,PER,Peru,Latin America and the Caribbean,RSAM,America,123
1032,PER,Peru,Latin America and the Caribbean,RSAM,America,123
1033,ATG,Antigua and Barbuda,Latin America and the Caribbean,RCAM,America,105
1034,ATG,Antigua and Barbuda,Latin America and the Caribbean,RCAM,America,105
1035,ATG,Antigua and Barbuda,Latin America and the Caribbean,RCAM,America,105
1036,ATG,Antigua and Barbuda,Latin America and the Caribbean,RCAM,America,105
1037,ATG,Antigua and Barbuda,Latin America and the Caribbean,RCAM,America,105
1038,ATG,Antigua and Barbuda,Latin America and the Caribbean,RCAM,America,105
1039,BHS,The Bahamas,Latin America and the Caribbean,RCAM,America,106
1040,BHS,The Bahamas,Latin America and the Caribbean,RCAM,America,106
1041,BHS,The Bahamas,Latin America and the Caribbean,RCAM,America,106
1042,BHS,The Bahamas,Latin America and the Caribbean,RCAM,America,106
1043,BHS,The Bahamas,Latin America and the Caribbean,RCAM,America,106
1044,BHS,The Bahamas,Latin America and the Caribbean,RCAM,America,106
1045,BRB,Barbados,Latin America and the Caribbean,RCAM,America,107
1046,BRB,Barbados,Latin America and the Caribbean,RCAM,America,107
1047,BRB,Barbados,Latin America and the Caribbean,RCAM,America,107
1048,BRB,Barbados,Latin America and the Caribbean,RCAM,America,107
1049,BRB,Barbados,Latin America and the Caribbean,RCAM,America,107
1050,BRB,Barbados,Latin America and the Caribbean,RCAM,America,107
1051,BLZ,Belize,Latin America and the Caribbean,RCAM,America,108
1052,BLZ,Belize,Latin America and the Caribbean,RCAM,America,108
1053,BLZ,Belize,Latin America and the Caribbean,RCAM,America,108
1054,BLZ,Belize,Latin America and the Caribbean,RCAM,America,108
1055,BLZ,Belize,Latin America and the Caribbean,RCAM,America,108
1056,BLZ,Belize,Latin America and the Caribbean,RCAM,America,108
1057,CUB,Cuba,Latin America and the Caribbean,RCAM,America,109
1058,CUB,Cuba,Latin America and the Caribbean,RCAM,America,109
1059,CUB,Cuba,Latin America and the Caribbean,RCAM,America,109
1060,CUB,Cuba,Latin America and the Caribbean,RCAM,America,109
1061,CUB,Cuba,Latin America and the Caribbean,RCAM,America,109
1062,DMA,Dominica,Latin America and the Caribbean,RCAM,America,110
1063,DMA,Dominica,Latin America and the Caribbean,RCAM,America,110
1064,DMA,Dominica,Latin America and the Caribbean,RCAM,America,110
1065,DMA,Dominica,Latin America and the Caribbean,RCAM,America,110
1066,DMA,Dominica,Latin America and the Caribbean,RCAM,America,110
1067,DMA,Dominica,Latin America and the Caribbean,RCAM,America,110
1068,DOM,Dominican Republic,Latin America and the Caribbean,RCAM,America,111
1069,DOM,Dominican Republic,Latin America and the Caribbean,RCAM,America,111
1070,DOM,Dominican Republic,Latin America and the Caribbean,RCAM,America,111
1071,DOM,Dominican Republic,Latin America and the Caribbean,RCAM,America,111
1072,DOM,Dominican Republic,Latin America and the Caribbean,RCAM,America,111
1073,GRD,Grenada,Latin America and the Caribbean,RCAM,America,112
1074,GRD,Grenada,Latin America and the Caribbean,RCAM,America,112
1075,GRD,Grenada,Latin America and the Caribbean,RCAM,America,112
1076,GRD,Grenada,Latin America and the Caribbean,RCAM,America,112
1077,GRD,Grenada,Latin America and the Caribbean,RCAM,America,112
1078,GRD,Grenada,Latin America and the Caribbean,RCAM,America,112
1079,GUY,Guyana,Latin America and the Caribbean,RSAM,America,113
1080,GUY,Guyana,Latin America and the Caribbean,RSAM,America,113
1081,GUY,Guyana,Latin America and the Caribbean,RSAM,America,113
1082,GUY,Guyana,Latin America and the Caribbean,RSAM,America,113
1083,GUY,Guyana,Latin America and the Caribbean,RSAM,America,113
1084,GUY,Guyana,Latin America and the Caribbean,RSAM,America,113
1085,GUY,Guyana,Latin America and the Caribbean,RSAM,America,113
1086,HTI,Haiti,Latin America and the Caribbean,RCAM,America,114
1087,HTI,Haiti,Latin America and the Caribbean,RCAM,America,114
1088,HTI,Haiti,Latin America and the Caribbean,RCAM,America,114
1089,HTI,Haiti,Latin America and the Caribbean,RCAM,America,114
1090,HTI,Haiti,Latin America and the Caribbean,RCAM,America,114
1091,JAM,Jamaica,Latin America and the Caribbean,RCAM,America,115
1092,JAM,Jamaica,Latin America and the Caribbean,RCAM,America,115
1093,JAM,Jamaica,Latin America and the Caribbean,RCAM,America,115
1094,JAM,Jamaica,Latin America and the Caribbean,RCAM,America,115
1095,JAM,Jamaica,Latin America and the Caribbean,RCAM,America,115
1096,JAM,Jamaica,Latin America and the Caribbean,RCAM,America,115
1097,PRI,Puerto Rico,Latin America and the Caribbean,RCAM,America,385
1098,PRI,Puerto Rico,Latin America and the Caribbean,RCAM,America,385
1099,PRI,Puerto Rico,Latin America and the Caribbean,RCAM,America,385
1100,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,RCAM,America,393
1101,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,RCAM,America,393
1102,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,RCAM,America,393
1103,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,RCAM,America,393
1104,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,RCAM,America,393
1105,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,RCAM,America,393
1106,LCA,Saint Lucia,Latin America and the Caribbean,RCAM,America,116
1107,LCA,Saint Lucia,Latin America and the Caribbean,RCAM,America,116
1108,LCA,Saint Lucia,Latin America and the Caribbean,RCAM,America,116
1109,LCA,Saint Lucia,Latin America and the Caribbean,RCAM,America,116
1110,LCA,Saint Lucia,Latin America and the Caribbean,RCAM,America,116
1111,LCA,Saint Lucia,Latin America and the Caribbean,RCAM,America,116
1112,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,RCAM,America,117
1113,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,RCAM,America,117
1114,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,RCAM,America,117
1115,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,RCAM,America,117
1116,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,RCAM,America,117
1117,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,RCAM,America,117
1118,SUR,Suriname,Latin America and the Caribbean,RSAM,America,118
1119,SUR,Suriname,Latin America and the Caribbean,RSAM,America,118
1120,SUR,Suriname,Latin America and the Caribbean,RSAM,America,118
1121,SUR,Suriname,Latin America and the Caribbean,RSAM,America,118
1122,SUR,Suriname,Latin America and the Caribbean,RSAM,America,118
1123,SUR,Suriname,Latin America and the Caribbean,RSAM,America,118
1124,TTO,Trinidad and Tobago,Latin America and the Caribbean,RCAM,America,119
1125,TTO,Trinidad and Tobago,Latin America and the Caribbean,RCAM,America,119
1126,TTO,Trinidad and Tobago,Latin America and the Caribbean,RCAM,America,119
1127,TTO,Trinidad and Tobago,Latin America and the Caribbean,RCAM,America,119
1128,TTO,Trinidad and Tobago,Latin America and the Caribbean,RCAM,America,119
1129,TTO,Trinidad and Tobago,Latin America and the Caribbean,RCAM,America,119
1130,VIR,"Virgin Islands, U.S.",Latin America and the Caribbean,RCAM,America,422
1131,VIR,"Virgin Islands, U.S.",Latin America and the Caribbean,RCAM,America,422
1132,VIR,"Virgin Islands, U.S.",Latin America and the Caribbean,RCAM,America,422
1133,COL,Colombia,Latin America and the Caribbean,RSAM,America,125
1134,COL,Colombia,Latin America and the Caribbean,RSAM,America,125
1135,COL,Colombia,Latin America and the Caribbean,RSAM,America,125
1136,COL,Colombia,Latin America and the Caribbean,RSAM,America,125
1137,COL,Colombia,Latin America and the Caribbean,RSAM,America,125
1138,COL,Colombia,Latin America and the Caribbean,RSAM,America,125
1139,CRI,Costa Rica,Latin America and the Caribbean,RCAM,America,126
1140,CRI,Costa Rica,Latin America and the Caribbean,RCAM,America,126
1141,CRI,Costa Rica,Latin America and the Caribbean,RCAM,America,126
1142,CRI,Costa Rica,Latin America and the Caribbean,RCAM,America,126
1143,CRI,Costa Rica,Latin America and the Caribbean,RCAM,America,126
1144,CRI,Costa Rica,Latin America and the Caribbean,RCAM,America,126
1145,SLV,El Salvador,Latin America and the Caribbean,RCAM,America,127
1146,SLV,El Salvador,Latin America and the Caribbean,RCAM,America,127
1147,SLV,El Salvador,Latin America and the Caribbean,RCAM,America,127
1148,SLV,El Salvador,Latin America and the Caribbean,RCAM,America,127
1149,SLV,El Salvador,Latin America and the Caribbean,RCAM,America,127
1150,GTM,Guatemala,Latin America and the Caribbean,RCAM,America,128
1151,GTM,Guatemala,Latin America and the Caribbean,RCAM,America,128
1152,GTM,Guatemala,Latin America and the Caribbean,RCAM,America,128
1153,GTM,Guatemala,Latin America and the Caribbean,RCAM,America,128
1154,GTM,Guatemala,Latin America and the Caribbean,RCAM,America,128
1155,HND,Honduras,Latin America and the Caribbean,RCAM,America,129
1156,HND,Honduras,Latin America and the Caribbean,RCAM,America,129
1157,HND,Honduras,Latin America and the Caribbean,RCAM,America,129
1158,HND,Honduras,Latin America and the Caribbean,RCAM,America,129
1159,HND,Honduras,Latin America and the Caribbean,RCAM,America,129
1160,MEX,Mexico,Latin America and the Caribbean,MEX,America,130
1161,MEX,Mexico,Latin America and the Caribbean,MEX,America,130
1162,MEX,Mexico,Latin America and the Caribbean,MEX,America,130
1163,MEX,Mexico,Latin America and the Caribbean,MEX,America,130
1164,MEX,Mexico,Latin America and the Caribbean,MEX,America,130
1165,MEX,Mexico,Latin America and the Caribbean,MEX,America,130
1166,MEX,Mexico,Latin America and the Caribbean,MEX,America,130
1167,NIC,Nicaragua,Latin America and the Caribbean,RCAM,America,131
1168,NIC,Nicaragua,Latin America and the Caribbean,RCAM,America,131
1169,NIC,Nicaragua,Latin America and the Caribbean,RCAM,America,131
1170,NIC,Nicaragua,Latin America and the Caribbean,RCAM,America,131
1171,NIC,Nicaragua,Latin America and the Caribbean,RCAM,America,131
1172,PAN,Panama,Latin America and the Caribbean,RCAM,America,132
1173,PAN,Panama,Latin America and the Caribbean,RCAM,America,132
1174,PAN,Panama,Latin America and the Caribbean,RCAM,America,132
1175,PAN,Panama,Latin America and the Caribbean,RCAM,America,132
1176,PAN,Panama,Latin America and the Caribbean,RCAM,America,132
1177,VEN,Venezuela,Latin America and the Caribbean,RSAM,America,133
1178,VEN,Venezuela,Latin America and the Caribbean,RSAM,America,133
1179,VEN,Venezuela,Latin America and the Caribbean,RSAM,America,133
1180,VEN,Venezuela,Latin America and the Caribbean,RSAM,America,133
1181,VEN,Venezuela,Latin America and the Caribbean,RSAM,America,133
1182,BRA,Brazil,Latin America and the Caribbean,BRA,America,135
1183,BRA,Brazil,Latin America and the Caribbean,BRA,America,135
1184,BRA,Brazil,Latin America and the Caribbean,BRA,America,135
1185,BRA,Brazil,Latin America and the Caribbean,BRA,America,135
1186,BRA,Brazil,Latin America and the Caribbean,BRA,America,135
1187,BRA,Brazil,Latin America and the Caribbean,BRA,America,135
1188,PRY,Paraguay,Latin America and the Caribbean,RSAM,America,136
1189,PRY,Paraguay,Latin America and the Caribbean,RSAM,America,136
1190,PRY,Paraguay,Latin America and the Caribbean,RSAM,America,136
1191,PRY,Paraguay,Latin America and the Caribbean,RSAM,America,136
1192,PRY,Paraguay,Latin America and the Caribbean,RSAM,America,136
1193,CAN,Canada,Northern America,CAN,America,101
1194,CAN,Canada,Northern America,CAN,America,101
1195,CAN,Canada,Northern America,CAN,America,101
1196,CAN,Canada,Northern America,CAN,America,101
1197,CAN,Canada,Northern America,CAN,America,101
1198,CAN,Canada,Northern America,CAN,America,101
1199,CAN,Canada,Northern America,CAN,America,101
1200,CAN,Canada,Northern America,CAN,America,101
1201,GRL,Greenland,Northern America,GRL,America,349
1202,GRL,Greenland,Northern America,GRL,America,349
1203,GRL,Greenland,Northern America,GRL,America,349
1204,GRL,Greenland,Northern America,GRL,America,349
1205,GRL,Greenland,Northern America,GRL,America,349
1206,USA,United States,Northern America,USA,America,102
1207,USA,United States,Northern America,USA,America,102
1208,USA,United States,Northern America,USA,America,102
1209,USA,United States,Northern America,USA,America,102
1210,USA,United States,Northern America,USA,America,102
1211,USA,United States,Northern America,USA,America,102
1212,USA,United States,Northern America,USA,America,102
1213,BMU,Bermuda,Northern America,RCAM,America,305
1214,BMU,Bermuda,Northern America,RCAM,America,305
1215,BMU,Bermuda,Northern America,RCAM,America,305
1216,AUS,Australia,Oceania,OCE,Oceania,71
1217,AUS,Australia,Oceania,OCE,Oceania,71
1218,AUS,Australia,Oceania,OCE,Oceania,71
1219,AUS,Australia,Oceania,OCE,Oceania,71
1220,AUS,Australia,Oceania,OCE,Oceania,71
1221,AUS,Australia,Oceania,OCE,Oceania,71
1222,AUS,Australia,Oceania,OCE,Oceania,71
1223,AUS,Australia,Oceania,OCE,Oceania,71
1224,NZL,New Zealand,Oceania,OCE,Oceania,72
1225,NZL,New Zealand,Oceania,OCE,Oceania,72
1226,NZL,New Zealand,Oceania,OCE,Oceania,72
1227,NZL,New Zealand,Oceania,OCE,Oceania,72
1228,NZL,New Zealand,Oceania,OCE,Oceania,72
1229,NZL,New Zealand,Oceania,OCE,Oceania,72
1230,NZL,New Zealand,Oceania,OCE,Oceania,72
1231,ASM,American Samoa,Oceania,OCE,Oceania,298
1232,ASM,American Samoa,Oceania,OCE,Oceania,298
1233,ASM,American Samoa,Oceania,OCE,Oceania,298
1234,COK,Cook Islands,Oceania,OCE,Oceania,320
1235,COK,Cook Islands,Oceania,OCE,Oceania,320
1236,COK,Cook Islands,Oceania,OCE,Oceania,320
1237,FJI,Fiji,Oceania,OCE,Oceania,22
1238,FJI,Fiji,Oceania,OCE,Oceania,22
1239,FJI,Fiji,Oceania,OCE,Oceania,22
1240,FJI,Fiji,Oceania,OCE,Oceania,22
1241,FJI,Fiji,Oceania,OCE,Oceania,22
1242,FJI,Fiji,Oceania,OCE,Oceania,22
1243,GUM,Guam,Oceania,OCE,Oceania,351
1244,GUM,Guam,Oceania,OCE,Oceania,351
1245,GUM,Guam,Oceania,OCE,Oceania,351
1246,KIR,Kiribati,Oceania,OCE,Oceania,23
1247,KIR,Kiribati,Oceania,OCE,Oceania,23
1248,KIR,Kiribati,Oceania,OCE,Oceania,23
1249,KIR,Kiribati,Oceania,OCE,Oceania,23
1250,KIR,Kiribati,Oceania,OCE,Oceania,23
1251,KIR,Kiribati,Oceania,OCE,Oceania,23
1252,MHL,Marshall Islands,Oceania,OCE,Oceania,24
1253,MHL,Marshall Islands,Oceania,OCE,Oceania,24
1254,MHL,Marshall Islands,Oceania,OCE,Oceania,24
1255,MHL,Marshall Islands,Oceania,OCE,Oceania,24
1256,MHL,Marshall Islands,Oceania,OCE,Oceania,24
1257,FSM,Federated States of Micronesia,Oceania,OCE,Oceania,25
1258,FSM,Federated States of Micronesia,Oceania,OCE,Oceania,25
1259,FSM,Federated States of Micronesia,Oceania,OCE,Oceania,25
1260,FSM,Federated States of Micronesia,Oceania,OCE,Oceania,25
1261,FSM,Federated States of Micronesia,Oceania,OCE,Oceania,25
1262,NRU,Nauru,Oceania,OCE,Oceania,369
1263,NRU,Nauru,Oceania,OCE,Oceania,369
1264,NRU,Nauru,Oceania,OCE,Oceania,369
1265,NRU,Nauru,Oceania,OCE,Oceania,369
1266,NRU,Nauru,Oceania,OCE,Oceania,369
1267,NRU,Nauru,Oceania,OCE,Oceania,369
1268,NIU,Niue,Oceania,OCE,Oceania,374
1269,NIU,Niue,Oceania,OCE,Oceania,374
1270,NIU,Niue,Oceania,OCE,Oceania,374
1271,MNP,Northern Mariana Islands,Oceania,OCE,Oceania,376
1272,MNP,Northern Mariana Islands,Oceania,OCE,Oceania,376
1273,MNP,Northern Mariana Islands,Oceania,OCE,Oceania,376
1274,PLW,Palau,Oceania,OCE,Oceania,380
1275,PLW,Palau,Oceania,OCE,Oceania,380
1276,PLW,Palau,Oceania,OCE,Oceania,380
1277,PLW,Palau,Oceania,OCE,Oceania,380
1278,PLW,Palau,Oceania,OCE,Oceania,380
1279,PNG,Papua New Guinea,Oceania,INDO,Oceania,26
1280,PNG,Papua New Guinea,Oceania,INDO,Oceania,26
1281,PNG,Papua New Guinea,Oceania,INDO,Oceania,26
1282,PNG,Papua New Guinea,Oceania,INDO,Oceania,26
1283,PNG,Papua New Guinea,Oceania,INDO,Oceania,26
1284,PNG,Papua New Guinea,Oceania,INDO,Oceania,26
1285,WSM,Samoa,Oceania,OCE,Oceania,27
1286,WSM,Samoa,Oceania,OCE,Oceania,27
1287,WSM,Samoa,Oceania,OCE,Oceania,27
1288,WSM,Samoa,Oceania,OCE,Oceania,27
1289,WSM,Samoa,Oceania,OCE,Oceania,27
1290,WSM,Samoa,Oceania,OCE,Oceania,27
1291,SLB,Solomon Islands,Oceania,OCE,Oceania,28
1292,SLB,Solomon Islands,Oceania,OCE,Oceania,28
1293,SLB,Solomon Islands,Oceania,OCE,Oceania,28
1294,SLB,Solomon Islands,Oceania,OCE,Oceania,28
1295,SLB,Solomon Islands,Oceania,OCE,Oceania,28
1296,SLB,Solomon Islands,Oceania,OCE,Oceania,28
1297,TKL,Tokelau,Oceania,OCE,Oceania,413
1298,TKL,Tokelau,Oceania,OCE,Oceania,413
1299,TON,Tonga,Oceania,OCE,Oceania,29
1300,TON,Tonga,Oceania,OCE,Oceania,29
1301,TON,Tonga,Oceania,OCE,Oceania,29
1302,TON,Tonga,Oceania,OCE,Oceania,29
1303,TON,Tonga,Oceania,OCE,Oceania,29
1304,TON,Tonga,Oceania,OCE,Oceania,29
1305,TUV,Tuvalu,Oceania,OCE,Oceania,416
1306,TUV,Tuvalu,Oceania,OCE,Oceania,416
1307,TUV,Tuvalu,Oceania,OCE,Oceania,416
1308,TUV,Tuvalu,Oceania,OCE,Oceania,416
1309,TUV,Tuvalu,Oceania,OCE,Oceania,416
1310,TUV,Tuvalu,Oceania,OCE,Oceania,416
1311,VUT,Vanuatu,Oceania,OCE,Oceania,30
1312,VUT,Vanuatu,Oceania,OCE,Oceania,30
1313,VUT,Vanuatu,Oceania,OCE,Oceania,30
1314,VUT,Vanuatu,Oceania,OCE,Oceania,30
1315,VUT,Vanuatu,Oceania,OCE,Oceania,30
1316,VUT,Vanuatu,Oceania,OCE,Oceania,30
