,ISO3,gbd_level3_mor,UN_M49_level1,IMAGE26,continents,gbd_location_id
0,DZA,Algeria,Africa,NAF,Africa,139
1,DZA,Algeria,Africa,NAF,Africa,139
2,DZA,Algeria,Africa,NAF,Africa,139
3,DZA,Algeria,Africa,NAF,Africa,139
4,DZA,Algeria,Africa,NAF,Africa,139
5,DZA,Algeria,Africa,NAF,Africa,139
6,DZA,Algeria,Africa,NAF,Africa,139
7,DZA,Algeria,Africa,NAF,Africa,139
8,EGY,Egypt,Africa,NAF,Africa,141
9,EGY,Egypt,Africa,NAF,Africa,141
10,EGY,Egypt,Africa,NAF,Africa,141
11,EGY,Egypt,Africa,NAF,Africa,141
12,EGY,Egypt,Africa,NAF,Africa,141
13,EGY,Egypt,Africa,NAF,Africa,141
14,EGY,Egypt,Africa,NAF,Africa,141
15,EGY,Egypt,Africa,NAF,Africa,141
16,LBY,Libya,Africa,NAF,Africa,147
17,LBY,Libya,Africa,NAF,Africa,147
18,LBY,Libya,Africa,NAF,Africa,147
19,LBY,Libya,Africa,NAF,Africa,147
20,LBY,Libya,Africa,NAF,Africa,147
21,LBY,Libya,Africa,NAF,Africa,147
22,LBY,Libya,Africa,NAF,Africa,147
23,LBY,Libya,Africa,NAF,Africa,147
24,MAR,Morocco,Africa,NAF,Africa,148
25,MAR,Morocco,Africa,NAF,Africa,148
26,MAR,Morocco,Africa,NAF,Africa,148
27,MAR,Morocco,Africa,NAF,Africa,148
28,MAR,Morocco,Africa,NAF,Africa,148
29,MAR,Morocco,Africa,NAF,Africa,148
30,MAR,Morocco,Africa,NAF,Africa,148
31,MAR,Morocco,Africa,NAF,Africa,148
32,SDN,Sudan,Africa,EAF,Africa,522
33,SDN,Sudan,Africa,EAF,Africa,522
34,SDN,Sudan,Africa,EAF,Africa,522
35,SDN,Sudan,Africa,EAF,Africa,522
36,SDN,Sudan,Africa,EAF,Africa,522
37,SDN,Sudan,Africa,EAF,Africa,522
38,SDN,Sudan,Africa,EAF,Africa,522
39,SDN,Sudan,Africa,EAF,Africa,522
40,SDN,Sudan,Africa,EAF,Africa,522
41,TUN,Tunisia,Africa,NAF,Africa,154
42,TUN,Tunisia,Africa,NAF,Africa,154
43,TUN,Tunisia,Africa,NAF,Africa,154
44,TUN,Tunisia,Africa,NAF,Africa,154
45,TUN,Tunisia,Africa,NAF,Africa,154
46,TUN,Tunisia,Africa,NAF,Africa,154
47,TUN,Tunisia,Africa,NAF,Africa,154
48,TUN,Tunisia,Africa,NAF,Africa,154
49,MUS,Mauritius,Africa,EAF,Africa,183
50,MUS,Mauritius,Africa,EAF,Africa,183
51,MUS,Mauritius,Africa,EAF,Africa,183
52,MUS,Mauritius,Africa,EAF,Africa,183
53,MUS,Mauritius,Africa,EAF,Africa,183
54,MUS,Mauritius,Africa,EAF,Africa,183
55,MUS,Mauritius,Africa,EAF,Africa,183
56,SYC,Seychelles,Africa,EAF,Africa,186
57,SYC,Seychelles,Africa,EAF,Africa,186
58,SYC,Seychelles,Africa,EAF,Africa,186
59,SYC,Seychelles,Africa,EAF,Africa,186
60,SYC,Seychelles,Africa,EAF,Africa,186
61,SYC,Seychelles,Africa,EAF,Africa,186
62,SYC,Seychelles,Africa,EAF,Africa,186
63,AGO,Angola,Africa,RSAF,Africa,168
64,AGO,Angola,Africa,RSAF,Africa,168
65,AGO,Angola,Africa,RSAF,Africa,168
66,AGO,Angola,Africa,RSAF,Africa,168
67,AGO,Angola,Africa,RSAF,Africa,168
68,AGO,Angola,Africa,RSAF,Africa,168
69,CAF,Central African Republic,Africa,WAF,Africa,169
70,CAF,Central African Republic,Africa,WAF,Africa,169
71,CAF,Central African Republic,Africa,WAF,Africa,169
72,CAF,Central African Republic,Africa,WAF,Africa,169
73,CAF,Central African Republic,Africa,WAF,Africa,169
74,CAF,Central African Republic,Africa,WAF,Africa,169
75,CAF,Central African Republic,Africa,WAF,Africa,169
76,COG,Congo,Africa,WAF,Africa,170
77,COG,Congo,Africa,WAF,Africa,170
78,COG,Congo,Africa,WAF,Africa,170
79,COG,Congo,Africa,WAF,Africa,170
80,COG,Congo,Africa,WAF,Africa,170
81,COG,Congo,Africa,WAF,Africa,170
82,COD,Democratic Republic of the Congo,Africa,WAF,Africa,171
83,COD,Democratic Republic of the Congo,Africa,WAF,Africa,171
84,COD,Democratic Republic of the Congo,Africa,WAF,Africa,171
85,COD,Democratic Republic of the Congo,Africa,WAF,Africa,171
86,COD,Democratic Republic of the Congo,Africa,WAF,Africa,171
87,COD,Democratic Republic of the Congo,Africa,WAF,Africa,171
88,GNQ,Equatorial Guinea,Africa,WAF,Africa,172
89,GNQ,Equatorial Guinea,Africa,WAF,Africa,172
90,GNQ,Equatorial Guinea,Africa,WAF,Africa,172
91,GNQ,Equatorial Guinea,Africa,WAF,Africa,172
92,GNQ,Equatorial Guinea,Africa,WAF,Africa,172
93,GNQ,Equatorial Guinea,Africa,WAF,Africa,172
94,GAB,Gabon,Africa,WAF,Africa,173
95,GAB,Gabon,Africa,WAF,Africa,173
96,GAB,Gabon,Africa,WAF,Africa,173
97,GAB,Gabon,Africa,WAF,Africa,173
98,GAB,Gabon,Africa,WAF,Africa,173
99,GAB,Gabon,Africa,WAF,Africa,173
100,GAB,Gabon,Africa,WAF,Africa,173
101,BDI,Burundi,Africa,EAF,Africa,175
102,BDI,Burundi,Africa,EAF,Africa,175
103,BDI,Burundi,Africa,EAF,Africa,175
104,BDI,Burundi,Africa,EAF,Africa,175
105,BDI,Burundi,Africa,EAF,Africa,175
106,BDI,Burundi,Africa,EAF,Africa,175
107,COM,Comoros,Africa,EAF,Africa,176
108,COM,Comoros,Africa,EAF,Africa,176
109,COM,Comoros,Africa,EAF,Africa,176
110,COM,Comoros,Africa,EAF,Africa,176
111,COM,Comoros,Africa,EAF,Africa,176
112,COM,Comoros,Africa,EAF,Africa,176
113,COM,Comoros,Africa,EAF,Africa,176
114,COM,Comoros,Africa,EAF,Africa,176
115,DJI,Djibouti,Africa,EAF,Africa,177
116,DJI,Djibouti,Africa,EAF,Africa,177
117,DJI,Djibouti,Africa,EAF,Africa,177
118,DJI,Djibouti,Africa,EAF,Africa,177
119,DJI,Djibouti,Africa,EAF,Africa,177
120,DJI,Djibouti,Africa,EAF,Africa,177
121,DJI,Djibouti,Africa,EAF,Africa,177
122,DJI,Djibouti,Africa,EAF,Africa,177
123,ERI,Eritrea,Africa,EAF,Africa,178
124,ERI,Eritrea,Africa,EAF,Africa,178
125,ERI,Eritrea,Africa,EAF,Africa,178
126,ERI,Eritrea,Africa,EAF,Africa,178
127,ERI,Eritrea,Africa,EAF,Africa,178
128,ERI,Eritrea,Africa,EAF,Africa,178
129,ERI,Eritrea,Africa,EAF,Africa,178
130,ETH,Ethiopia,Africa,EAF,Africa,179
131,ETH,Ethiopia,Africa,EAF,Africa,179
132,ETH,Ethiopia,Africa,EAF,Africa,179
133,ETH,Ethiopia,Africa,EAF,Africa,179
134,ETH,Ethiopia,Africa,EAF,Africa,179
135,ETH,Ethiopia,Africa,EAF,Africa,179
136,KEN,Kenya,Africa,EAF,Africa,180
137,KEN,Kenya,Africa,EAF,Africa,180
138,KEN,Kenya,Africa,EAF,Africa,180
139,KEN,Kenya,Africa,EAF,Africa,180
140,KEN,Kenya,Africa,EAF,Africa,180
141,KEN,Kenya,Africa,EAF,Africa,180
142,KEN,Kenya,Africa,EAF,Africa,180
143,MDG,Madagascar,Africa,EAF,Africa,181
144,MDG,Madagascar,Africa,EAF,Africa,181
145,MDG,Madagascar,Africa,EAF,Africa,181
146,MDG,Madagascar,Africa,EAF,Africa,181
147,MDG,Madagascar,Africa,EAF,Africa,181
148,MDG,Madagascar,Africa,EAF,Africa,181
149,MWI,Malawi,Africa,RSAF,Africa,182
150,MWI,Malawi,Africa,RSAF,Africa,182
151,MWI,Malawi,Africa,RSAF,Africa,182
152,MWI,Malawi,Africa,RSAF,Africa,182
153,MWI,Malawi,Africa,RSAF,Africa,182
154,MWI,Malawi,Africa,RSAF,Africa,182
155,MWI,Malawi,Africa,RSAF,Africa,182
156,MOZ,Mozambique,Africa,RSAF,Africa,184
157,MOZ,Mozambique,Africa,RSAF,Africa,184
158,MOZ,Mozambique,Africa,RSAF,Africa,184
159,MOZ,Mozambique,Africa,RSAF,Africa,184
160,MOZ,Mozambique,Africa,RSAF,Africa,184
161,MOZ,Mozambique,Africa,RSAF,Africa,184
162,MOZ,Mozambique,Africa,RSAF,Africa,184
163,MOZ,Mozambique,Africa,RSAF,Africa,184
164,RWA,Rwanda,Africa,EAF,Africa,185
165,RWA,Rwanda,Africa,EAF,Africa,185
166,RWA,Rwanda,Africa,EAF,Africa,185
167,RWA,Rwanda,Africa,EAF,Africa,185
168,RWA,Rwanda,Africa,EAF,Africa,185
169,RWA,Rwanda,Africa,EAF,Africa,185
170,RWA,Rwanda,Africa,EAF,Africa,185
171,SOM,Somalia,Africa,EAF,Africa,187
172,SOM,Somalia,Africa,EAF,Africa,187
173,SOM,Somalia,Africa,EAF,Africa,187
174,SOM,Somalia,Africa,EAF,Africa,187
175,SOM,Somalia,Africa,EAF,Africa,187
176,SOM,Somalia,Africa,EAF,Africa,187
177,SOM,Somalia,Africa,EAF,Africa,187
178,SOM,Somalia,Africa,EAF,Africa,187
179,SOM,Somalia,Africa,EAF,Africa,187
180,SSD,South Sudan,Africa,EAF,Africa,435
181,SSD,South Sudan,Africa,EAF,Africa,435
182,SSD,South Sudan,Africa,EAF,Africa,435
183,SSD,South Sudan,Africa,EAF,Africa,435
184,SSD,South Sudan,Africa,EAF,Africa,435
185,SSD,South Sudan,Africa,EAF,Africa,435
186,SSD,South Sudan,Africa,EAF,Africa,435
187,UGA,Uganda,Africa,EAF,Africa,190
188,UGA,Uganda,Africa,EAF,Africa,190
189,UGA,Uganda,Africa,EAF,Africa,190
190,UGA,Uganda,Africa,EAF,Africa,190
191,UGA,Uganda,Africa,EAF,Africa,190
192,UGA,Uganda,Africa,EAF,Africa,190
193,UGA,Uganda,Africa,EAF,Africa,190
194,UGA,Uganda,Africa,EAF,Africa,190
195,TZA,Tanzania,Africa,RSAF,Africa,189
196,TZA,Tanzania,Africa,RSAF,Africa,189
197,TZA,Tanzania,Africa,RSAF,Africa,189
198,TZA,Tanzania,Africa,RSAF,Africa,189
199,TZA,Tanzania,Africa,RSAF,Africa,189
200,TZA,Tanzania,Africa,RSAF,Africa,189
201,TZA,Tanzania,Africa,RSAF,Africa,189
202,ZMB,Zambia,Africa,RSAF,Africa,191
203,ZMB,Zambia,Africa,RSAF,Africa,191
204,ZMB,Zambia,Africa,RSAF,Africa,191
205,ZMB,Zambia,Africa,RSAF,Africa,191
206,ZMB,Zambia,Africa,RSAF,Africa,191
207,ZMB,Zambia,Africa,RSAF,Africa,191
208,ZMB,Zambia,Africa,RSAF,Africa,191
209,BWA,Botswana,Africa,RSAF,Africa,193
210,BWA,Botswana,Africa,RSAF,Africa,193
211,BWA,Botswana,Africa,RSAF,Africa,193
212,BWA,Botswana,Africa,RSAF,Africa,193
213,BWA,Botswana,Africa,RSAF,Africa,193
214,BWA,Botswana,Africa,RSAF,Africa,193
215,BWA,Botswana,Africa,RSAF,Africa,193
216,SWZ,Swaziland,Africa,RSAF,Africa,197
217,SWZ,Swaziland,Africa,RSAF,Africa,197
218,SWZ,Swaziland,Africa,RSAF,Africa,197
219,SWZ,Swaziland,Africa,RSAF,Africa,197
220,SWZ,Swaziland,Africa,RSAF,Africa,197
221,SWZ,Swaziland,Africa,RSAF,Africa,197
222,SWZ,Swaziland,Africa,RSAF,Africa,197
223,LSO,Lesotho,Africa,RSAF,Africa,194
224,LSO,Lesotho,Africa,RSAF,Africa,194
225,LSO,Lesotho,Africa,RSAF,Africa,194
226,LSO,Lesotho,Africa,RSAF,Africa,194
227,LSO,Lesotho,Africa,RSAF,Africa,194
228,LSO,Lesotho,Africa,RSAF,Africa,194
229,LSO,Lesotho,Africa,RSAF,Africa,194
230,NAM,Namibia,Africa,RSAF,Africa,195
231,NAM,Namibia,Africa,RSAF,Africa,195
232,NAM,Namibia,Africa,RSAF,Africa,195
233,NAM,Namibia,Africa,RSAF,Africa,195
234,NAM,Namibia,Africa,RSAF,Africa,195
235,NAM,Namibia,Africa,RSAF,Africa,195
236,NAM,Namibia,Africa,RSAF,Africa,195
237,ZAF,South Africa,Africa,SAF,Africa,196
238,ZAF,South Africa,Africa,SAF,Africa,196
239,ZAF,South Africa,Africa,SAF,Africa,196
240,ZAF,South Africa,Africa,SAF,Africa,196
241,ZAF,South Africa,Africa,SAF,Africa,196
242,ZAF,South Africa,Africa,SAF,Africa,196
243,ZAF,South Africa,Africa,SAF,Africa,196
244,ZAF,South Africa,Africa,SAF,Africa,196
245,ZWE,Zimbabwe,Africa,RSAF,Africa,198
246,ZWE,Zimbabwe,Africa,RSAF,Africa,198
247,ZWE,Zimbabwe,Africa,RSAF,Africa,198
248,ZWE,Zimbabwe,Africa,RSAF,Africa,198
249,ZWE,Zimbabwe,Africa,RSAF,Africa,198
250,ZWE,Zimbabwe,Africa,RSAF,Africa,198
251,BEN,Benin,Africa,WAF,Africa,200
252,BEN,Benin,Africa,WAF,Africa,200
253,BEN,Benin,Africa,WAF,Africa,200
254,BEN,Benin,Africa,WAF,Africa,200
255,BEN,Benin,Africa,WAF,Africa,200
256,BEN,Benin,Africa,WAF,Africa,200
257,BEN,Benin,Africa,WAF,Africa,200
258,BFA,Burkina Faso,Africa,WAF,Africa,201
259,BFA,Burkina Faso,Africa,WAF,Africa,201
260,BFA,Burkina Faso,Africa,WAF,Africa,201
261,BFA,Burkina Faso,Africa,WAF,Africa,201
262,BFA,Burkina Faso,Africa,WAF,Africa,201
263,BFA,Burkina Faso,Africa,WAF,Africa,201
264,BFA,Burkina Faso,Africa,WAF,Africa,201
265,BFA,Burkina Faso,Africa,WAF,Africa,201
266,CPV,Cape Verde,Africa,WAF,Africa,203
267,CPV,Cape Verde,Africa,WAF,Africa,203
268,CPV,Cape Verde,Africa,WAF,Africa,203
269,CPV,Cape Verde,Africa,WAF,Africa,203
270,CPV,Cape Verde,Africa,WAF,Africa,203
271,CPV,Cape Verde,Africa,WAF,Africa,203
272,CMR,Cameroon,Africa,WAF,Africa,202
273,CMR,Cameroon,Africa,WAF,Africa,202
274,CMR,Cameroon,Africa,WAF,Africa,202
275,CMR,Cameroon,Africa,WAF,Africa,202
276,CMR,Cameroon,Africa,WAF,Africa,202
277,CMR,Cameroon,Africa,WAF,Africa,202
278,CMR,Cameroon,Africa,WAF,Africa,202
279,CMR,Cameroon,Africa,WAF,Africa,202
280,CMR,Cameroon,Africa,WAF,Africa,202
281,TCD,Chad,Africa,WAF,Africa,204
282,TCD,Chad,Africa,WAF,Africa,204
283,TCD,Chad,Africa,WAF,Africa,204
284,TCD,Chad,Africa,WAF,Africa,204
285,TCD,Chad,Africa,WAF,Africa,204
286,TCD,Chad,Africa,WAF,Africa,204
287,TCD,Chad,Africa,WAF,Africa,204
288,TCD,Chad,Africa,WAF,Africa,204
289,CIV,Cote d'Ivoire,Africa,WAF,Africa,205
290,GMB,The Gambia,Africa,WAF,Africa,206
291,GMB,The Gambia,Africa,WAF,Africa,206
292,GMB,The Gambia,Africa,WAF,Africa,206
293,GMB,The Gambia,Africa,WAF,Africa,206
294,GMB,The Gambia,Africa,WAF,Africa,206
295,GMB,The Gambia,Africa,WAF,Africa,206
296,GMB,The Gambia,Africa,WAF,Africa,206
297,GMB,The Gambia,Africa,WAF,Africa,206
298,GHA,Ghana,Africa,WAF,Africa,207
299,GHA,Ghana,Africa,WAF,Africa,207
300,GHA,Ghana,Africa,WAF,Africa,207
301,GHA,Ghana,Africa,WAF,Africa,207
302,GHA,Ghana,Africa,WAF,Africa,207
303,GHA,Ghana,Africa,WAF,Africa,207
304,GHA,Ghana,Africa,WAF,Africa,207
305,GIN,Guinea,Africa,WAF,Africa,208
306,GIN,Guinea,Africa,WAF,Africa,208
307,GIN,Guinea,Africa,WAF,Africa,208
308,GIN,Guinea,Africa,WAF,Africa,208
309,GIN,Guinea,Africa,WAF,Africa,208
310,GIN,Guinea,Africa,WAF,Africa,208
311,GIN,Guinea,Africa,WAF,Africa,208
312,GIN,Guinea,Africa,WAF,Africa,208
313,GNB,Guinea-Bissau,Africa,WAF,Africa,209
314,GNB,Guinea-Bissau,Africa,WAF,Africa,209
315,GNB,Guinea-Bissau,Africa,WAF,Africa,209
316,GNB,Guinea-Bissau,Africa,WAF,Africa,209
